"ITEM","CONDITION","DIRECTIONAL","TEMPORAL","VERB","SENTENCE","TYPE","ANSWER1","ANSWER2","LIST"
113,100,".",".",".","Der Mitarbeiter*wählte*eine Abkürzung*quer*durch*die Fertigungshalle.","filler","nein","ja",5
114,100,".",".",".","Die Großmutter*fegte*den Boden*mit einem Strohbesen*und*lies*den Staub*aufwirbeln.","filler","nein","ja",5
115,100,".",".",".","Der Chef*kündigte*die Köchin,*weil*ihr Verhalten*unangemessen war.","filler","nein","ja",5
116,100,".",".",".","Die Nutzer*arbeiteten*lange*mit dem Programm,*nachdem*sie*die Funktionen*verstanden hatten.","filler","nein","ja",5
117,100,".",".",".","Der Zauberer*verschwand*auf die*Bühne*mit viel Krach,*während*das Publikum *tobte.","filler","nein","ja",5
118,100,".",".",".","Die Kundin*sprach*den Mitarbeiter*an,*weil*sie*ihren Auftrag*stornieren wollte.","filler","nein","ja",5
119,100,".",".",".","Der Koch*experimentierte*mit*exotischen Speisen,*obwohl*er*nur wenig*Zeit hatte.","filler","nein","ja",5
120,100,".",".",".","Der Ladendieb*gestand*auf dem*Revier,*damit*er*eine Strafmilderung*bekam.","filler","nein","ja",5
121,100,".",".",".","Der Geschäftsmann*kaufte*den Fußballverein*und*hielt*ihn lange*am Leben..","filler","nein","ja",5
122,100,".",".",".","Der Nachbar*schimpfte*mit*dem Hundebesitzer,*weil*seine Geduld*am Ende war.","filler","nein","ja",5
123,100,".",".",".","Das Eichhörnchen*sprang*auf das*Schulgebäude*und*änderte blitzschnell *die Richtung.","filler","nein","ja",5
124,100,".",".",".","Die Künstlerin*arbeitete*mit dem Pinsel*ohne Pause,*denn*sie wollte*den Auftrag*schnell erledigen.","filler","nein","ja",5
125,100,".",".",".","Die Abgeordneten*diskutierten*über das*Thema*und*fanden*einen guten Kompromiss.","filler","nein","ja",5
126,100,".",".",".","Die Gruppe*bastelte*mit den*Perlen,*jedoch*langweilten*sie sich*sehr.","filler","nein","ja",5
127,100,".",".",".","Der Betriebsleiter*suchte*nach*einem Angestellten,*indem*er*ihn ausrufen *ließ.","filler","nein","ja",5
128,100,".",".",".","Der Politiker*sprach*laut*und*beantwortete*alle Fragen*der Journalisten.","filler","nein","ja",5
129,100,".",".",".","Der Bruder*brach*mit*der Schwester,*obwohl*er*darüber*sehr traurig war.","filler","nein","ja",5
130,100,".",".",".","Das Volk*hörte*auf den*Herrscher,*obwohl*die Opposition*davon abriet.","filler","nein","ja",5
131,100,".",".",".","Die Tiere*tranken*aus einer großen Pfütze *mitten auf der Fläche,*weil*sie*sehr durstig*waren.","filler","nein","ja",5
132,100,".",".",".","Der Vorsitzende*erzählte*von dem*Wahlerfolg*und*prahlte*mit den*eindeutigen Ergebnissen.","filler","nein","ja",5
133,100,".",".",".","Der Passagier*fragte*über den*Kabinendruck*und*lauschte neugierig*der Antwort*des Flugbegleiters.","filler","nein","ja",5
134,100,".",".",".","Das Baby*tanzte*fröhlich*im Kindersitz,*als*es*die lustige Musik*hörte.","filler","nein","ja",5
135,100,".",".",".","Die Buben*glaubten*an den*Weihnachtsmann,*nachdem*ihr Opa*die Geschichte*erzählt hatte.","filler","nein","ja",5
136,100,".",".",".","Die Klasse*plante*einen Ausflug*ins Gebirge,*wo*sie*in den Jugendherberge*übernachten sollte.","filler","nein","ja",5
137,100,".",".",".","Der Hirsch*starrte*gebannt*in den Wald *und*lauschte*den Geräuschen*der Umgebung.","filler","nein","ja",5
138,100,".",".",".","Der Professor*berichtete*von der*langweiligen Urlaubsreise,*bevor*er*in den Saal*kam.","filler","nein","ja",5
139,100,".",".",".","Die Putzfrau*wischte sich*die Finger*am Kittel sauber*und*verstaute*die Dosen*im Kühlfach.","filler","nein","ja",5
140,100,".",".",".","Der Tierarzt*untersuchte*den Kater*und*konnte*keine äußeren Verletzungen*feststellen.","filler","nein","ja",5
141,100,".",".",".","Die Politikerin*hungerte*in einem*finsteren Gefängnis,*obwohl*sie*vollkommen*unschuldig war.","filler","nein","ja",5
142,100,".",".",".","Die Kanzlerin*reagierte*überrascht,*aber*nicht*allzu enttäuscht.","filler","nein","ja",5
143,101,".",".",".","Der Mann*unterstützte*die Kühe,*indem*er*ihnen*spezielle Reizwäsche*aus Frankreich brachte.","filler","nein","ja",5
144,101,".",".",".","Die Konditorin*unterschrieb*das Glück*ohne nachzudenken,*wobei*sich die Lage*mit jedem Tag*verschlechterte.","filler","nein","ja",5
145,100,".",".",".","Der Fahrer*rief*den Kunden*vor der Abholung an,*um*den Termin*zu bestätigen.","filler","nein","ja",5
146,101,".",".",".","Die Informatikerin*kuschelte*mit dem Buch,*da*der Zugang*von Osten*seit Wochen*gesperrt war.","filler","nein","ja",5
147,101,".",".",".","Die Tomate*schuppte*das Wasser*aus der Tasse,*nachdem*sie*nach Frankreich*emigrierte.","filler","nein","ja",5
148,101,".",".",".","Der Elefant*aß*einen Locher*in der Garage,*aber*beschränkte sich*nur auf*die Plastikteile.","filler","nein","ja",5
149,101,".",".",".","Die Hexe*erklärte*den Kopf,*als*die alte Frau*auf dem Zaun*saß.","filler","nein","ja",5
150,100,".",".",".","Die Kinder*spielten*ganz leise*über den Spielplatz,*damit*sie*nicht entdeckt wurden.","filler","nein","ja",5
151,100,".",".",".","Der Hausmeister*suchte*nach*einer Kerze,*da*der Strom*ausgefallen war.","filler","nein","ja",5
152,101,".",".",".","Die Amsel*zählte*die Ameisen*im Garten,*jedoch*unterbrach*ihr*der Tischler.","filler","nein","ja",5
153,100,".",".",".","Der Bankangestellte*stieg*ungern*aus dem Bett,*da*ein harter Tag*bevorstand.","filler","nein","ja",5
154,100,".",".",".","Der Matrose*stand*stolz*auf dem Mast,*während*das Schiff*im Hafen*ruhte.","filler","nein","ja",5
155,100,".",".",".","Die Mutter*sprach*mit*ihrer Tochter,*als*diese*nach Hause kam.","filler","nein","ja",5
156,101,".",".",".","Der Opa*gewann*alle Steine*im Wettbewerb*bei*dem Hammer*im Wald.","filler","nein","ja",5
157,100,".",".",".","Der Fußballspieler*wartete*auf seine*Freundin,*weil*er sie*überraschen wollte.","filler","nein","ja",5
158,101,".",".",".","Die Gemeinde*hoffte*auf die Außerirdischen,*jedoch*gab es*schon seit Jahren*keine neuen Entführungen.","filler","nein","ja",5
159,100,".",".",".","Der Vogel*zwitscherte*in der*Baumkrone*und*erfreute*die umstehenden*Menschen.","filler","nein","ja",5
160,100,".",".",".","Der Manager*lobte*die Praktikantin,*weil*sie*sehr kreativ*und*motiviert war.","filler","nein","ja",5
161,100,".",".",".","Der Büroangestellte*berichtete*von dem*Vertrag,*als*der Chef*ihn*dazu aufforderte.","filler","nein","ja",5
162,100,".",".",".","Die Angestellte*arbeitete*ungern*an dem Brief,*da*sie*Überstunden*machen musste.","filler","nein","ja",5
163,100,".",".",".","Die Reitschüler*eilten*über die*Stahltür*und*versteckten sich*hinter den*Strohballen.","filler","nein","ja",5
164,101,".",".",".","Die Schwester*hielt*eine Flasche*mit Wasser,*um*die Seele*vom Körper*zu trennen.","filler","nein","ja",5
165,100,".",".",".","Die Liebhaberin*weinte*aus Wut*und*zerstörte*all*die Erinnerungsfotos.","filler","nein","ja",5
166,100,".",".",".","Der Erstklässler*schrieb*unleserlich*in sein Heft,*obwohl*er*ein guter*Schüler war.","filler","nein","ja",5
167,100,".",".",".","Der Held*hat*große Taten*vollbracht,*aber*die Prinzessin*wollte ihn*nicht heiraten.","filler","nein","ja",5
168,100,".",".",".","Die Schwimmerin*stieg*aus dem*Wasser am Strand,*als*es*zu dämmern*begann.","filler","nein","ja",5
169,100,".",".",".","Der Kommissar*antwortete*auf die Fragen*der Reporter*und*übte sich*dabei*in Geduld.","filler","nein","ja",5
170,101,".",".",".","Die Busfahrerin*würzte*den Kaffee*mit Kardamom,*um*die Bücher*schwimmen zu lassen.","filler","nein","ja",5
171,101,".",".",".","Ein Applaus*öffnete*die Tasse*im März,*jedoch*mangelte es*an Literatur*und Weblinks.","filler","nein","ja",5
172,100,".",".",".","Der Achtklässler*lernte*fleißig*aus dem Lehrbuch,*da*er*bald einen Test*schreiben musste.","filler","nein","ja",5
173,100,".",".",".","Der Künstler*malte*auch*schöne Menschen*und*dramatische Stadtszenen.","filler","nein","ja",5
174,100,".",".",".","Der Vater*schimpfte*sehr laut*mit dem Sohn,*als*er*von den schlechten Schulnoten*erfuhr.","filler","nein","ja",5
175,101,".",".",".","Der Flaschner*zersägte*die Zeitschrift*und*verarbeitete*sie*zur Dachrinne.","filler","nein","ja",5
176,101,".",".",".","Der Schaffner*verkleidete*die Münze*zum Fasching,*indem*er*ihr*eine Maske anzog.","filler","nein","ja",5
177,101,".",".",".","Die Handwerkerin*schlug*den Salat*mit einer Gabel,*damit*die Firmenleitung*den Unternehmensvorstand*verkauft.","filler","nein","ja",5
178,101,".",".",".","Der Mechaniker*lackierte sich*die Wimpern*vor dem Spiegel,*weil*er*einen sehr großen Schädel*hatte.","filler","nein","ja",5
179,101,".",".",".","Der Elektriker*las*ein Buch*über Nashörner,*während*seine Tochter*den Panzer*schrumpfte.","filler","nein","ja",5
180,101,".",".",".","Die Zahnärztin*sprach*mit dem Briefkasten*über ihre Urlaubspläne,*da*diese*mit nach Mallorca*fahren sollte.","filler","nein","ja",5
181,100,".",".",".","Der Regisseur*dachte*besorgt*an die Aufführung,*als*er*das Theater*betrat.","filler","nein","ja",5
182,101,".",".",".","Die Köchin*stritt*mit dem Kellner*wegen Kleinigkeiten,*weil*der Tintenfisch*einen Gepäckspanner*stornierte.","filler","nein","ja",5
183,101,".",".",".","Das Publikum*trank*die Muffins*mit Schokolade,*während*der Schauspieler*mit einem Pinguin*schwamm.","filler","nein","ja",5
184,100,".",".",".","Die Angeklagte*gestand*die Taten*vor Gericht *und*wurde*zur Todesstrafe*verurteilt.","filler","nein","ja",5
185,100,".",".",".","Der Athlet*trainierte*wenig*und*völlig*unsystematisch.","filler","nein","ja",5
186,101,".",".",".","Die Diebin*druckte*das Auto*auf öffentlichen Straßen,*aber*die Kosten*hat sie*unterschätzt.","filler","nein","ja",5
187,100,".",".",".","Der Verdächtige*sprach*mit*schneller Stimme*und*räusperte sich*immer wieder.","filler","nein","ja",5
188,101,".",".",".","Die Wolle*drohte*dem Topf*mit dem Messer,*wobei*die Sonne*sich hinter den Sternen*versteckte.","filler","nein","ja",5
189,100,".",".",".","Die Kellnerin*bediente*seit mehreren Stunden*in dem Café*und*es taten*ihr*die Füße weh.","filler","nein","ja",5
190,101,".",".",".","Die Frau*verlor*ein Haar*und*der Mann*küsste*die Banane.","filler","nein","ja",5
191,101,".",".",".","Die Friseurin*schminkte*den Hamster*am Morgen,*indem*sie*die Pinsel*unter die Oberhaut gespritzte.","filler","nein","ja",5
192,101,".",".",".","Die Maurer*wuschen*den Kuchen*mit Seife,*während*die Lackierer*den Bruttoverdienst*abbauten.","filler","nein","ja",5
193,100,".",".",".","Die Frau*las*ungern*auf den Handschriften,*bevor*die Dokumente*überprüft wurden.","filler","nein","ja",5
194,100,".",".",".","Die Nonne*betete*leidenschaftlich*über dem Altar,*bevor*sie*die Kapelle*verließ.","filler","nein","ja",5
195,101,".",".",".","Keine Gurke*stand*auf dem Kind,*wobei*die Teppiche*mehrere Menschen*umgebracht hatten.","filler","nein","ja",5
196,100,".",".",".","Der Hubschrauber*landete*auf dem*Flughafen,*obwohl*die Besatzung*keine Erlaubnis*hatte.","filler","nein","ja",5
1001,0,".",".",".","In Internetforen*diskutierten*Eltern,*bevor*sie*mit den Lehrern*sprachen.","exercise","nein","ja",5
1002,0,".",".",".","Beide Birnen*wurden*von Freiwilligen betrieben,*wobei*es*an der Buchhaltung haperte.","exercise","nein","ja",5
1003,0,".",".",".","Das Fruchtfleisch*sang*ein Lied,*bevor*die Frucht*klagte.","exercise","nein","ja",5
1004,0,".",".",".","Das Kind*klagte*über Schmerzen,*während*die Mutter*Milchreis kochte.","exercise","nein","ja",5
1005,0,".",".",".","Das Paar*hatte*vier Kinder,*aber*wollte*nur zwei.","exercise","nein","ja",5
1006,0,".",".",".","Das Team*wollte*kein Spiel*gewinnen,*während*es dem Trainer*egal war.","exercise","nein","ja",5
1007,0,".",".",".","Der Bundesrat*schien*sich zu treffen,*während*die Journalisten*vor der Türe warteten.","exercise","nein","ja",5
1008,0,".",".",".","Die UN*riefen*Myanmar dazu auf,*die Verfolgung*der Rohingya*zu beenden.","exercise","nein","ja",5
1009,0,".",".",".","Der Schwerpunkt*änderte sich,*während*der Radrennfahrer*zur Seite kippte.","exercise","nein","ja",5
1,4,"ambiguous","completive","telic","Der Lehrer*ging*über den*Schulhof,*und zwar*in zwei Minuten,*mit*großen Schritten.","item","nein","ja",6
2,3,"ambiguous","completive","atelic","Der Ingenieur*spazierte*über die*Großbaustelle,*und zwar*in zwanzig Minuten,*mit*höchster Konzentration.","item","nein","ja",6
3,7,"telic","completive","atelic","Der Mann*spazierte*zum*Bahnhofsvorplatz,*und zwar*in eine Minute,*bei*kaltem Nieselregen.","item","nein","ja",6
4,8,"telic","completive","telic","Der Rentner*ging*zum*Friedhof,*und zwar*in zwölf Minuten,*in Gedanken*versunken.","item","nein","ja",6
5,1,"ambiguous","durative","atelic","Die Blattlaus*wanderte*über das*Blütenblatt,*und zwar*dreißig Sekunden lang,*unter Beobachtung*des Forschers.","item","nein","ja",6
6,2,"ambiguous","durative","telic","Der Krebs*kletterte*über das*Korallenriff,*und zwar*eine halbe Stunde lang,*bei*Ebbe.","item","nein","ja",6
7,6,"telic","durative","telic","Der Troll*kletterte*zur*Brücke,*und zwar*acht Minuten lang,*um den Schatz*zu verstecken.","item","nein","ja",6
8,5,"telic","durative","atelic","Der Tourist*wanderte*zur*Hochebene,*und zwar*zwei Stunden lang,*mit*großer Begeisterung.","item","nein","ja",6
9,4,"ambiguous","completive","telic","Der Jugendliche*raste*über den*Marktplatz,*und zwar*in vierzig Sekunden,*auf der Suche*nach seiner Freundin.","item","nein","ja",6
10,3,"ambiguous","completive","atelic","Der Rennfahrer*schlenderte*über die*Rennstrecke,*und zwar*in sieben Minuten,*unter Beobachtung*der Fans.","item","nein","ja",6
11,7,"telic","completive","atelic","Der Vertreter*schlenderte*zum*Messegelände,*und zwar*in dreizehn Minuten,*bei*schlechtem Wetter.","item","nein","ja",6
12,8,"telic","completive","telic","Der Händler*raste*zum*Flohmarkt,*und zwar*in zehn Minuten,*um Schnäppchen*zu ergattern.","item","nein","ja",6
13,1,"ambiguous","durative","atelic","Der Trainer*lief*über den*Sportplatz,*und zwar*zwanzig Sekunden lang,*mit*voller Motivation.","item","nein","ja",6
14,2,"ambiguous","durative","telic","Der Professor*rannte*über den*Brechtbau,*und zwar*fünf Minuten lang,*um einen Vortrag*zu halten.","item","nein","ja",6
15,6,"telic","durative","telic","Die Ratte*rannte*zum*Schiff,*und zwar*neun Minuten lang,*ohne den Kater*zu wecken.","item","nein","ja",6
16,5,"telic","durative","atelic","Der Junge*lief*zum*Spielplatz,*und zwar*drei Minuten lang,*um seinen Freund*zu finden.","item","nein","ja",6
17,4,"ambiguous","completive","telic","Die Möwe*flog*über den*Hafen,*und zwar*in sieben Minuten,*auf Suche*nach Futter.","item","nein","ja",6
18,3,"ambiguous","completive","atelic","Der Kormoran*segelte*über die*Insel,*und zwar*in zehn Minuten,*bei*brütender Hitze.","item","nein","ja",6
19,7,"telic","completive","atelic","Der Storch*segelte*zum*Sumpf,*und zwar*in vierzig Minuten,*mit*knurrendem Magen.","item","nein","ja",6
20,8,"telic","completive","telic","Die Crew*flog*zum*Mittelmeer,*und zwar*in zwei Stunden,*bei*Seenebel.","item","nein","ja",6
21,1,"ambiguous","durative","atelic","Der Cowboy*ritt*über die*Prärie,*und zwar*fünf Tage lang,*in*glühender Hitze.","item","nein","ja",6
22,2,"ambiguous","durative","telic","Der Offizier*fuhr*über das*Schlachtfeld,*und zwar*drei Stunden lang,*in*eisiger Kälte.","item","nein","ja",6
23,6,"telic","durative","telic","Der Bauer*fuhr*zum*Stoppelfeld,*und zwar*fünfzehn Minuten lang,*bei*strahlendem Sonnenschein.","item","nein","ja",6
24,5,"telic","durative","atelic","Der Knecht*ritt*zur*Weide,*und zwar*drei Minuten lang,*auf Befehl*seines Herrn.","item","nein","ja",6
25,4,"ambiguous","completive","telic","Der Gefreite*marschierte*über den*Kasernenplatz,*und zwar*in sieben Minuten,*auf Befehl*vom Leutnant.","item","nein","ja",6
26,3,"ambiguous","completive","atelic","Der Pfadfinder*schlich*über den*Zeltplatz,*und zwar*in fünf Minuten,*unter der Anleitung*des Rangers.","item","nein","ja",6
27,7,"telic","completive","atelic","Der Ehemann*schlich*zum*Hinterhof,*und zwar*in zwei Minuten,*unter der Beobachtung*seiner Frau.","item","nein","ja",6
28,8,"telic","completive","telic","Der Soldat*marschierte*zum*Festplatz,*und zwar*in zwölf Minuten,*mit*konzentriertem Blick.","item","nein","ja",6
29,1,"ambiguous","durative","atelic","Das Kind*radelte*über den*Tunnel,*und zwar*drei Minuten lang,*unter der Anleitung*der Sportlehrerin.","item","nein","ja",6
30,2,"ambiguous","durative","telic","Der Clown*kroch*über die*Arena,*und zwar*vier Minuten lang,*als Teil*seines Auftritts.","item","nein","ja",6
31,6,"telic","durative","telic","Der Schauspieler*kroch*zur*Bühne,*und zwar*vier Minuten lang,*unter der Anleitung*des Regisseurs.","item","nein","ja",6
32,5,"telic","durative","atelic","Der Rekrut*radelte*zum*Gelände,*und zwar*eine halbe Stunde lang,*in*klirrender Kälte.","item","nein","ja",6
101,100,".",".",".","Das Mädchen*träumte*noch immer*von dem*jungen König,*obwohl*er*verheiratet war.","filler","nein","ja",6
102,101,".",".",".","Der Diamant*kochte*das Holz*aus der Datenbank,*weil*das vorhandene Bildmaterial*aus reinen Texten*bestand.","filler","nein","ja",6
103,101,".",".",".","Der Anwalt*belog*die Brille*beim Abendessen*und*beschimpfte*die Müslischale*dabei.","filler","nein","ja",6
104,101,".",".",".","Das Feuerwehrauto*schimpfte*mit dem Grill*beim Mittagessen,*bevor*es*einen Satelliten*in den Orbit brachte.","filler","nein","ja",6
105,100,".",".",".","Der Pfarrer*blickte*gelassen*in den Altar*und*setzte*die Predigt*fort.","filler","nein","ja",6
106,100,".",".",".","Die Designerin*begeisterte*das Publikum*mit*ihren*femininen*Kreationen.","filler","nein","ja",6
107,100,".",".",".","Der Kandidat*debattierte*mit*den Konkurrenten*auf der Fensterbank,*während*die Sonne *schien.","filler","nein","ja",6
108,101,".",".",".","Der Kaufmann*lachte*mit dem Kissen*und*nahm*keine Rücksicht*auf die Schüler.","filler","nein","ja",6
109,100,".",".",".","Der Komplize*pfiff*laut*durch die Finger,*damit*der Dieb*die Warnung *verstand.","filler","nein","ja",6
110,101,".",".",".","Die Prinzessin*belog*die Blätter*einer Douglasie,*obwohl*sie*das eigentlich*nicht machen wollte.","filler","nein","ja",6
111,101,".",".",".","Linda*goss*den Bademantel*auf der Wiese,*nachdem*der Hochschullehrer*einen erfolgreichen Film*veröffentlichte.","filler","nein","ja",6
112,100,".",".",".","Die Schüler*eilten*aus dem*Schulgebäude,*weil*der Feuermelder*laut*dröhnte.","filler","nein","ja",6
113,100,".",".",".","Der Mitarbeiter*wählte*eine Abkürzung*quer*durch*die Fertigungshalle.","filler","nein","ja",6
114,100,".",".",".","Die Großmutter*fegte*den Boden*mit einem Strohbesen*und*lies*den Staub*aufwirbeln.","filler","nein","ja",6
115,100,".",".",".","Der Chef*kündigte*die Köchin,*weil*ihr Verhalten*unangemessen war.","filler","nein","ja",6
116,100,".",".",".","Die Nutzer*arbeiteten*lange*mit dem Programm,*nachdem*sie*die Funktionen*verstanden hatten.","filler","nein","ja",6
117,100,".",".",".","Der Zauberer*verschwand*auf die*Bühne*mit viel Krach,*während*das Publikum *tobte.","filler","nein","ja",6
118,100,".",".",".","Die Kundin*sprach*den Mitarbeiter*an,*weil*sie*ihren Auftrag*stornieren wollte.","filler","nein","ja",6
119,100,".",".",".","Der Koch*experimentierte*mit*exotischen Speisen,*obwohl*er*nur wenig*Zeit hatte.","filler","nein","ja",6
120,100,".",".",".","Der Ladendieb*gestand*auf dem*Revier,*damit*er*eine Strafmilderung*bekam.","filler","nein","ja",6
121,100,".",".",".","Der Geschäftsmann*kaufte*den Fußballverein*und*hielt*ihn lange*am Leben..","filler","nein","ja",6
122,100,".",".",".","Der Nachbar*schimpfte*mit*dem Hundebesitzer,*weil*seine Geduld*am Ende war.","filler","nein","ja",6
123,100,".",".",".","Das Eichhörnchen*sprang*auf das*Schulgebäude*und*änderte blitzschnell *die Richtung.","filler","nein","ja",6
124,100,".",".",".","Die Künstlerin*arbeitete*mit dem Pinsel*ohne Pause,*denn*sie wollte*den Auftrag*schnell erledigen.","filler","nein","ja",6
125,100,".",".",".","Die Abgeordneten*diskutierten*über das*Thema*und*fanden*einen guten Kompromiss.","filler","nein","ja",6
126,100,".",".",".","Die Gruppe*bastelte*mit den*Perlen,*jedoch*langweilten*sie sich*sehr.","filler","nein","ja",6
127,100,".",".",".","Der Betriebsleiter*suchte*nach*einem Angestellten,*indem*er*ihn ausrufen *ließ.","filler","nein","ja",6
128,100,".",".",".","Der Politiker*sprach*laut*und*beantwortete*alle Fragen*der Journalisten.","filler","nein","ja",6
129,100,".",".",".","Der Bruder*brach*mit*der Schwester,*obwohl*er*darüber*sehr traurig war.","filler","nein","ja",6
130,100,".",".",".","Das Volk*hörte*auf den*Herrscher,*obwohl*die Opposition*davon abriet.","filler","nein","ja",6
131,100,".",".",".","Die Tiere*tranken*aus einer großen Pfütze *mitten auf der Fläche,*weil*sie*sehr durstig*waren.","filler","nein","ja",6
132,100,".",".",".","Der Vorsitzende*erzählte*von dem*Wahlerfolg*und*prahlte*mit den*eindeutigen Ergebnissen.","filler","nein","ja",6
133,100,".",".",".","Der Passagier*fragte*über den*Kabinendruck*und*lauschte neugierig*der Antwort*des Flugbegleiters.","filler","nein","ja",6
134,100,".",".",".","Das Baby*tanzte*fröhlich*im Kindersitz,*als*es*die lustige Musik*hörte.","filler","nein","ja",6
135,100,".",".",".","Die Buben*glaubten*an den*Weihnachtsmann,*nachdem*ihr Opa*die Geschichte*erzählt hatte.","filler","nein","ja",6
136,100,".",".",".","Die Klasse*plante*einen Ausflug*ins Gebirge,*wo*sie*in den Jugendherberge*übernachten sollte.","filler","nein","ja",6
137,100,".",".",".","Der Hirsch*starrte*gebannt*in den Wald *und*lauschte*den Geräuschen*der Umgebung.","filler","nein","ja",6
138,100,".",".",".","Der Professor*berichtete*von der*langweiligen Urlaubsreise,*bevor*er*in den Saal*kam.","filler","nein","ja",6
139,100,".",".",".","Die Putzfrau*wischte sich*die Finger*am Kittel sauber*und*verstaute*die Dosen*im Kühlfach.","filler","nein","ja",6
140,100,".",".",".","Der Tierarzt*untersuchte*den Kater*und*konnte*keine äußeren Verletzungen*feststellen.","filler","nein","ja",6
141,100,".",".",".","Die Politikerin*hungerte*in einem*finsteren Gefängnis,*obwohl*sie*vollkommen*unschuldig war.","filler","nein","ja",6
142,100,".",".",".","Die Kanzlerin*reagierte*überrascht,*aber*nicht*allzu enttäuscht.","filler","nein","ja",6
143,101,".",".",".","Der Mann*unterstützte*die Kühe,*indem*er*ihnen*spezielle Reizwäsche*aus Frankreich brachte.","filler","nein","ja",6
144,101,".",".",".","Die Konditorin*unterschrieb*das Glück*ohne nachzudenken,*wobei*sich die Lage*mit jedem Tag*verschlechterte.","filler","nein","ja",6
145,100,".",".",".","Der Fahrer*rief*den Kunden*vor der Abholung an,*um*den Termin*zu bestätigen.","filler","nein","ja",6
146,101,".",".",".","Die Informatikerin*kuschelte*mit dem Buch,*da*der Zugang*von Osten*seit Wochen*gesperrt war.","filler","nein","ja",6
147,101,".",".",".","Die Tomate*schuppte*das Wasser*aus der Tasse,*nachdem*sie*nach Frankreich*emigrierte.","filler","nein","ja",6
148,101,".",".",".","Der Elefant*aß*einen Locher*in der Garage,*aber*beschränkte sich*nur auf*die Plastikteile.","filler","nein","ja",6
149,101,".",".",".","Die Hexe*erklärte*den Kopf,*als*die alte Frau*auf dem Zaun*saß.","filler","nein","ja",6
150,100,".",".",".","Die Kinder*spielten*ganz leise*über den Spielplatz,*damit*sie*nicht entdeckt wurden.","filler","nein","ja",6
151,100,".",".",".","Der Hausmeister*suchte*nach*einer Kerze,*da*der Strom*ausgefallen war.","filler","nein","ja",6
152,101,".",".",".","Die Amsel*zählte*die Ameisen*im Garten,*jedoch*unterbrach*ihr*der Tischler.","filler","nein","ja",6
153,100,".",".",".","Der Bankangestellte*stieg*ungern*aus dem Bett,*da*ein harter Tag*bevorstand.","filler","nein","ja",6
154,100,".",".",".","Der Matrose*stand*stolz*auf dem Mast,*während*das Schiff*im Hafen*ruhte.","filler","nein","ja",6
155,100,".",".",".","Die Mutter*sprach*mit*ihrer Tochter,*als*diese*nach Hause kam.","filler","nein","ja",6
156,101,".",".",".","Der Opa*gewann*alle Steine*im Wettbewerb*bei*dem Hammer*im Wald.","filler","nein","ja",6
157,100,".",".",".","Der Fußballspieler*wartete*auf seine*Freundin,*weil*er sie*überraschen wollte.","filler","nein","ja",6
158,101,".",".",".","Die Gemeinde*hoffte*auf die Außerirdischen,*jedoch*gab es*schon seit Jahren*keine neuen Entführungen.","filler","nein","ja",6
159,100,".",".",".","Der Vogel*zwitscherte*in der*Baumkrone*und*erfreute*die umstehenden*Menschen.","filler","nein","ja",6
160,100,".",".",".","Der Manager*lobte*die Praktikantin,*weil*sie*sehr kreativ*und*motiviert war.","filler","nein","ja",6
161,100,".",".",".","Der Büroangestellte*berichtete*von dem*Vertrag,*als*der Chef*ihn*dazu aufforderte.","filler","nein","ja",6
162,100,".",".",".","Die Angestellte*arbeitete*ungern*an dem Brief,*da*sie*Überstunden*machen musste.","filler","nein","ja",6
163,100,".",".",".","Die Reitschüler*eilten*über die*Stahltür*und*versteckten sich*hinter den*Strohballen.","filler","nein","ja",6
164,101,".",".",".","Die Schwester*hielt*eine Flasche*mit Wasser,*um*die Seele*vom Körper*zu trennen.","filler","nein","ja",6
165,100,".",".",".","Die Liebhaberin*weinte*aus Wut*und*zerstörte*all*die Erinnerungsfotos.","filler","nein","ja",6
166,100,".",".",".","Der Erstklässler*schrieb*unleserlich*in sein Heft,*obwohl*er*ein guter*Schüler war.","filler","nein","ja",6
167,100,".",".",".","Der Held*hat*große Taten*vollbracht,*aber*die Prinzessin*wollte ihn*nicht heiraten.","filler","nein","ja",6
168,100,".",".",".","Die Schwimmerin*stieg*aus dem*Wasser am Strand,*als*es*zu dämmern*begann.","filler","nein","ja",6
169,100,".",".",".","Der Kommissar*antwortete*auf die Fragen*der Reporter*und*übte sich*dabei*in Geduld.","filler","nein","ja",6
170,101,".",".",".","Die Busfahrerin*würzte*den Kaffee*mit Kardamom,*um*die Bücher*schwimmen zu lassen.","filler","nein","ja",6
171,101,".",".",".","Ein Applaus*öffnete*die Tasse*im März,*jedoch*mangelte es*an Literatur*und Weblinks.","filler","nein","ja",6
172,100,".",".",".","Der Achtklässler*lernte*fleißig*aus dem Lehrbuch,*da*er*bald einen Test*schreiben musste.","filler","nein","ja",6
173,100,".",".",".","Der Künstler*malte*auch*schöne Menschen*und*dramatische Stadtszenen.","filler","nein","ja",6
174,100,".",".",".","Der Vater*schimpfte*sehr laut*mit dem Sohn,*als*er*von den schlechten Schulnoten*erfuhr.","filler","nein","ja",6
175,101,".",".",".","Der Flaschner*zersägte*die Zeitschrift*und*verarbeitete*sie*zur Dachrinne.","filler","nein","ja",6
176,101,".",".",".","Der Schaffner*verkleidete*die Münze*zum Fasching,*indem*er*ihr*eine Maske anzog.","filler","nein","ja",6
177,101,".",".",".","Die Handwerkerin*schlug*den Salat*mit einer Gabel,*damit*die Firmenleitung*den Unternehmensvorstand*verkauft.","filler","nein","ja",6
